,First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
3440,Hans,Stringer,,"6' 3""",205 lbs.,--,Orthodox,22,8,3,
3441,Stefan,Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33,13,0,
3442,Josh,Stuart,,"5' 9""",160 lbs.,--,,1,4,0,
3443,Mike,Stumpf,,"5' 10""",170 lbs.,--,,11,4,0,
3444,Kyle,Sturgeon,,"6' 3""",225 lbs.,--,Switch,0,1,0,
3445,Tatiana,Suarez,,"5' 5""",115 lbs.,"66.0""",Southpaw,9,0,0,
3446,Masanori,Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3,
3447,Genki,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2,
3448,Lucasz,Sudolski,,"6' 4""",205 lbs.,"75.0""",Orthodox,8,1,0,
3449,Daisuke,Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10,8,1,
3450,Takashi,Sugiura,,"5' 11""",225 lbs.,--,Southpaw,1,3,0,
3451,Naho,Sugiyuma,Sugi Rock,"5' 1""",105 lbs.,--,,12,5,0,
3452,George,Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17,7,0,
3453,Amar,Suloev,,"5' 9""",183 lbs.,--,Orthodox,24,7,0,
3454,Magomed,Sultanakhmedov,,"6' 2""",185 lbs.,--,Southpaw,18,6,0,
3455,Justin,Sumter,,"6' 2""",185 lbs.,"80.0""",Southpaw,7,3,0,
3456,,Sumudaerji,The Tibetan Eagle,"5' 8""",125 lbs.,"72.0""",Southpaw,16,5,0,
3457,Rama,Supandhi,Hellboy,"5' 5""",125 lbs.,"66.0""",Southpaw,8,4,0,
3458,Aji,Susilo,,"5' 10""",155 lbs.,--,,6,4,0,
3459,Jason,Suttie,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,0,1,0,
3460,Joel,Sutton,,"5' 11""",205 lbs.,--,Orthodox,2,4,1,
3461,Chad,Sutton,,"6' 1""",185 lbs.,--,,2,2,0,
3462,Danilo,Suzart,,"6' 0""",260 lbs.,--,Orthodox,9,2,0,
3463,Martin,Svensson,,"6' 1""",155 lbs.,--,,15,6,0,
3464,Daniel,Swain,,"5' 9""",145 lbs.,"70.0""",Orthodox,20,10,1,
3465,Cub,Swanson,,"5' 8""",135 lbs.,"70.0""",Orthodox,28,13,0,
3466,Mike,Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0,
3467,Floyd,Sword,,"6' 0""",185 lbs.,--,Orthodox,12,3,0,
3468,Oumar,Sy,,--,205 lbs.,--,,6,0,0,
3469,Bentley,Syler,Bolivia,"5' 4""",125 lbs.,--,Orthodox,5,1,0,
3470,Kevin,Syler,El Nino Bala,"5' 9""",155 lbs.,"71.0""",Switch,10,1,0,
3471,Leo,Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10,16,0,
3472,Tony,Sylvester,,"6' 1""",225 lbs.,--,Southpaw,11,3,0,
3473,Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,31,10,0,
3474,Kevin,Szaflarski,,--,260 lbs.,--,,10,1,0,
3475,,,,,,,,,,,
3476,Osamu,Tachihikari,,"6' 5""",300 lbs.,--,Orthodox,0,4,0,
3477,Amber,Tackett,,--,115 lbs.,--,,1,3,0,
3478,Eugenio,Tadeu,,"5' 8""",160 lbs.,--,Orthodox,2,3,0,
3479,Justin,Tafa,Bad Man,"6' 0""",264 lbs.,"74.0""",Southpaw,5,3,0,
3480,Junior,Tafa,,--,--,--,,0,0,0,
3481,Khalid,Taha,The Warrior,"5' 5""",135 lbs.,"69.0""",Orthodox,13,5,0,
3482,Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,23,7,1,
3483,Tatsuro,Taira,,"5' 7""",125 lbs.,"70.0""",Orthodox,12,0,0,
3484,Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,27,6,0,
3485,Nobuhiko,Takada,,"6' 0""",220 lbs.,--,Southpaw,2,6,2,
3486,Yoshiki,Takahashi,Kazuo,"5' 11""",199 lbs.,--,Southpaw,30,27,3,
3487,Yoko,Takahashi,,"5' 8""",150 lbs.,--,,15,12,2,
3488,Daiju,Takase,,"6' 0""",170 lbs.,--,Southpaw,12,15,2,
3489,Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,21,14,2,
3490,Yoshihiro,Takayama,,"6' 5""",280 lbs.,--,Orthodox,1,4,0,
3491,Makoto,Takimoto,,"5' 7""",205 lbs.,--,Southpaw,6,5,0,
3492,Oleg,Taktarov,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,17,5,2,
3493,Nordine,Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,15,7,0,
3494,Tsuyoshi,Tamakairiki,,"6' 0""",220 lbs.,--,Orthodox,0,3,0,
3495,Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,--,,10,0,0,
3496,Kiyoshi,Tamura,,"5' 11""",185 lbs.,--,Southpaw,32,13,3,
3497,Akitoshi,Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,21,18,2,
3498,Issei,Tamura,,"5' 5""",135 lbs.,"63.0""",Orthodox,10,8,0,
3499,Jason,Tan,,"5' 10""",170 lbs.,--,Orthodox,5,3,0,
3500,Akihito,Tanaka,Kinniku Mantaro,--,--,--,Southpaw,2,2,0,
3501,Michinori,Tanaka,,"5' 5""",135 lbs.,"67.0""",Orthodox,11,3,0,
3502,Evan,Tanner,,"6' 0""",185 lbs.,"74.0""",Orthodox,32,8,0,
3503,Manny,Tapia,The Mangler,"5' 5""",135 lbs.,"67.0""",Orthodox,12,14,1,
3504,Gary,Tapusoa,,"5' 7""",185 lbs.,--,,8,3,0,
3505,Miesha,Tate,Cupcake,"5' 6""",125 lbs.,"65.0""",Orthodox,19,9,0,
3506,Deividas,Taurosevicius,,"5' 9""",145 lbs.,"68.0""",Southpaw,17,5,0,
3507,Thiago,Tavares,,"5' 7""",145 lbs.,"70.0""",Orthodox,21,7,1,
3508,Jeremy,Tavares,,--,135 lbs.,--,,1,6,0,
3509,Brad,Tavares,,"6' 1""",185 lbs.,"74.0""",Orthodox,19,8,0,
3510,Paul,Taylor,Relentless,"6' 0""",155 lbs.,"72.0""",Orthodox,11,6,1,
3511,Jesse,Taylor,JT Money,"6' 0""",170 lbs.,"73.0""",Orthodox,31,15,0,
3512,Torrance,Taylor,,"5' 7""",155 lbs.,--,,13,8,1,
3513,Louis,Taylor,Handgunz,"5' 11""",185 lbs.,--,Orthodox,13,4,0,
3514,Anthony,Taylor,Pretty Boy,"5' 7""",145 lbs.,--,,1,3,0,
3515,Danielle,Taylor,Dynamite,"5' 0""",115 lbs.,"60.0""",Orthodox,9,4,0,
3516,J.T,Taylor,The Outlaw,"5' 10""",--,--,,7,7,0,
3517,James,Te Huna,,"6' 2""",185 lbs.,"75.0""",Orthodox,16,9,0,
3518,Shawn,Teed,,"6' 5""",265 lbs.,--,Orthodox,5,2,0,
3519,Glover,Teixeira,,"6' 2""",205 lbs.,"76.0""",Orthodox,33,8,0,
3520,John,Teixeira,Macapa,"5' 7""",145 lbs.,--,Orthodox,21,2,2,
3521,Ewerton,Teixeira,,"6' 1""",242 lbs.,--,,3,1,0,
3522,Tra,Telligman,Trauma,"6' 2""",233 lbs.,--,Orthodox,7,5,1,
3523,Taneisha,Tennant,Triple Threat,"5' 7""",145 lbs.,"70.0""",Orthodox,5,1,0,
3524,Herman,Terrado,,--,170 lbs.,--,,15,3,1,
3525,Dave,Terrel,The Bionic,"5' 8""",170 lbs.,--,Southpaw,7,7,0,
3526,David,Terrell,The Soul Assassin,"6' 1""",185 lbs.,--,Southpaw,6,2,0,
3527,James,Terry,Intensity,"5' 10""",170 lbs.,--,Orthodox,19,9,0,
3528,Jeff,Terry,,"6' 2""",205 lbs.,--,,2,3,0,
3529,David,Teymur,,"5' 9""",155 lbs.,"73.0""",Southpaw,8,2,0,
3530,Daniel,Teymur,Kid Dynamite,"5' 5""",145 lbs.,"69.0""",Orthodox,7,4,0,
3531,Motonobu,Tezuka,,"5' 7""",135 lbs.,--,Southpaw,28,12,7,
3532,Jason,Thacker,,"5' 10""",185 lbs.,--,Orthodox,0,1,0,
3533,Brandon,Thatch,Rukus,"6' 2""",170 lbs.,"74.0""",Switch,11,5,0,
3534,Elias,Theodorou,The Spartan,"6' 1""",185 lbs.,"75.0""",Orthodox,16,3,0,
3535,Nik,Theotikos,,--,185 lbs.,--,Orthodox,6,2,0,
3536,Paulo,Thiago,,"5' 11""",170 lbs.,"74.0""",Orthodox,18,9,0,
3537,Din,Thomas,Dinyero,"5' 9""",155 lbs.,--,Orthodox,26,9,0,
3538,Ryan,Thomas,The Tank Engine,"6' 0""",170 lbs.,--,Orthodox,20,8,0,
3539,Noah,Thomas,,"5' 9""",135 lbs.,--,Orthodox,14,7,0,
3540,Joel,Thomas,The NIce Guy,"5' 10""",170 lbs.,--,,5,2,0,
3541,Treston,Thomison,,"5' 8""",145 lbs.,--,,10,6,0,
3542,Nick,Thompson,The Goat,"6' 1""",170 lbs.,"74.0""",Orthodox,38,14,1,
3543,James,Thompson,The Colossus,"6' 5""",265 lbs.,--,Orthodox,20,16,0,
3544,Oli,Thompson,,"6' 1""",242 lbs.,--,Orthodox,17,10,0,
3545,Stephen,Thompson,Wonderboy,"6' 0""",170 lbs.,"75.0""",Orthodox,16,6,1,
3546,Josh,Thomson,The Punk,"5' 10""",155 lbs.,"71.0""",Orthodox,22,9,0,
3547,Simeon,Thoresen,The Grin,"6' 1""",170 lbs.,"79.0""",Orthodox,17,6,1,
3548,Josh,Thornburg,,"6' 0""",170 lbs.,--,,8,8,0,
3549,Gleison,Tibau,,"5' 10""",155 lbs.,"71.0""",Southpaw,33,14,0,
3550,Chris,Tickle,BadBoy,"5' 9""",155 lbs.,--,,9,9,0,
3551,Nolan,Ticman,,"5' 6""",125 lbs.,--,Orthodox,4,3,0,
3552,Darren,Till,The Gorilla,"6' 0""",185 lbs.,"74.0""",Southpaw,18,4,1,
3553,Brett,Tillis,,--,145 lbs.,--,,0,0,0,
3554,Denis,Tiuliulin,,"6' 1""",185 lbs.,"77.0""",Orthodox,11,6,0,
3555,Ryan,Tobar,,--,155 lbs.,--,,3,3,0,
3556,Andrew,Todhunter,The Sniper,"6' 0""",185 lbs.,--,Switch,8,0,0,
3557,Dusko,Todorovic,Thunder,"6' 1""",185 lbs.,"74.0""",Orthodox,12,3,0,
3558,Tuco,Tokkos,,"6' 4""",205 lbs.,"75.0""",Orthodox,7,3,0,
3559,Hideo,Tokoro,,"5' 7""",135 lbs.,--,Orthodox,34,29,2,
3560,Anatoly,Tokov,,"5' 10""",185 lbs.,--,,25,2,0,
3561,Kazuki,Tokudome,,"5' 11""",155 lbs.,"73.0""",Southpaw,18,7,1,
3562,Tyler,Toner,,"5' 8""",145 lbs.,"70.0""",Orthodox,15,7,0,
3563,James,Toney,Lights Out,"5' 9""",220 lbs.,--,Orthodox,0,1,0,
3564,Masanori,Tonooka,,"5' 8""",185 lbs.,--,Orthodox,1,2,0,
3565,Carl,Toomey,,--,--,--,,3,3,0,
3566,Ilia,Topuria,El Matador,"5' 7""",145 lbs.,"69.0""",Orthodox,12,0,0,
3567,Anthony,Torres,The Crush,"5' 8""",170 lbs.,--,Orthodox,5,3,0,
3568,Miguel,Torres,,"5' 9""",135 lbs.,"76.0""",Orthodox,44,9,0,
3569,Ronys,Torres,,"5' 7""",155 lbs.,--,Orthodox,35,5,0,
3570,Haven,Torres,,--,125 lbs.,--,,0,0,0,
3571,Tecia,Torres,The Tiny Tornado,"5' 1""",115 lbs.,"60.0""",Orthodox,13,6,0,
3572,Alex,Torres,Rolo,"5' 10""",145 lbs.,--,Orthodox,5,4,0,
3573,Abram,Torres,,"5' 10""",170 lbs.,--,,4,3,0,
3574,Jose,Torres,Shorty,"5' 4""",125 lbs.,"65.0""",Orthodox,8,1,0,
3575,Desmond,Torres,,"5' 6""",135 lbs.,"69.0""",Orthodox,7,2,0,
3576,Manuel,Torres,El Loco,"5' 10""",155 lbs.,"73.0""",,13,2,0,
3577,Salim,Touahri,Grizzly,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0,
3578,Dequan,Townsend,The Tarantula,"6' 3""",205 lbs.,"79.0""",Orthodox,21,12,0,
3579,Minoru,Toyonaga,,"5' 11""",195 lbs.,--,Southpaw,2,5,0,
3580,Slim,Trabelsi,,"6' 3""",235 lbs.,--,,5,0,0,
3581,Roberto,Traven,Spider,"6' 3""",227 lbs.,--,Orthodox,6,4,1,
3582,Bryan,Travers,,--,155 lbs.,--,,15,4,0,
3583,Alexander,Trevino,,--,170 lbs.,--,,7,7,0,
3584,Francisco,Trevino,Sitkayan,"5' 9""",155 lbs.,"70.0""",Orthodox,13,3,0,
3585,Angelo,Trevino,Baby Monsta,"5' 11""",170 lbs.,--,Switch,7,3,0,
3586,Frank,Trigg,Twinkle Toes,"5' 9""",170 lbs.,"71.0""",Southpaw,21,9,0,
3587,Francisco,Trinaldo,Massaranduba,"5' 9""",170 lbs.,"70.0""",Southpaw,28,9,0,
3588,Damien,Trites,The Omen,"5' 11""",165 lbs.,--,,7,6,0,
3589,Michael,Trizano,The Lone Wolf,"5' 11""",145 lbs.,"71.0""",Orthodox,10,3,0,
3590,Antonio,Trocoli,Malvado,"6' 5""",205 lbs.,"82.0""",Orthodox,11,3,0,
3591,Tor,Troeng,The Hammer,"6' 2""",185 lbs.,--,Orthodox,16,7,1,
3592,Aaron,Trujillo,,"5' 5""",125 lbs.,--,,0,1,0,
3593,Reynaldo,Trujillo,The Truth,"5' 9""",155 lbs.,--,,21,19,0,
3594,Abel,Trujillo,Killa,"5' 8""",155 lbs.,"70.0""",Orthodox,15,8,0,
3595,Arman,Tsarukyan,Ahalkalakets,"5' 7""",155 lbs.,"72.0""",Orthodox,18,3,0,
3596,Chris,Tuchscherer,The Crowbar,"6' 2""",258 lbs.,"76.0""",Orthodox,21,4,0,
3597,Jon,Tuck,Super Saiyan,"5' 11""",155 lbs.,"73.0""",Orthodox,10,5,0,
3598,Gavin,Tucker,Guv'nor,"5' 6""",145 lbs.,"66.0""",Southpaw,13,2,0,
3599,Jumabieke,Tuerxun,The Wild Wolf,"5' 7""",135 lbs.,--,Orthodox,19,4,1,
3600,Tom,Tuggle,The Law,"6' 2""",250 lbs.,--,Orthodox,0,3,0,
3601,Blair,Tugman,,"6' 0""",135 lbs.,--,,10,6,0,
3602,Tai,Tuivasa,Bam Bam,"6' 2""",264 lbs.,"75.0""",Southpaw,15,4,0,
3603,Zubaira,Tukhugov,Warrior,"5' 8""",145 lbs.,"68.0""",Orthodox,20,5,1,
3604,Teila,Tuli,,"6' 0""",430 lbs.,--,Orthodox,0,1,0,
3605,Albert,Tumenov,Einstein,"5' 11""",170 lbs.,"73.0""",Orthodox,18,4,0,
3606,Ricky,Turcios,,"5' 9""",135 lbs.,"71.0""",Orthodox,12,3,0,
3607,Anton,Turkalj,The Pleasure Man,"6' 4""",205 lbs.,"78.0""",Orthodox,8,1,0,
3608,Wellington,Turman,The Prodigy,"6' 0""",185 lbs.,"72.0""",Orthodox,18,5,0,
3609,Courtney,Turner,,"6' 2""",170 lbs.,--,,0,3,0,
3610,Jalin,Turner,The Tarantula,"6' 3""",155 lbs.,"77.0""",Southpaw,13,5,0,
3611,Austin,Tweedy,,"5' 9""",155 lbs.,--,Orthodox,8,2,0,
3612,Marcin,Tybura,Tybur,"6' 3""",249 lbs.,"78.0""",Orthodox,23,7,0,
3613,,,,,,,,,,,
3614,Takeru,Uchida,,"5' 5""",125 lbs.,"68.0""",Southpaw,6,1,0,
3615,Alberto,Uda,,"6' 3""",185 lbs.,--,Orthodox,12,2,0,
3616,Ryuki,Ueyama,,"5' 11""",180 lbs.,--,Southpaw,12,18,5,
3617,Christian,Uflacker,,"5' 11""",170 lbs.,--,,5,0,0,
3618,Andy,Uhrich,,"6' 0""",170 lbs.,--,,11,6,0,
3619,Tagir,Ulanbekov,,"5' 7""",125 lbs.,"70.0""",Southpaw,14,2,0,
3620,Carlos,Ulberg,Black Jag,"6' 4""",205 lbs.,"77.0""",Orthodox,7,1,0,
3621,Gasan,Umalatov,Cobra,"5' 11""",170 lbs.,"71.0""",Orthodox,17,4,2,
3622,Jeremy,Umphries,,--,160 lbs.,--,,5,2,0,
3623,Zach,Underwood,,"6' 2""",185 lbs.,--,,13,7,0,
3624,Caol,Uno,Uno Shoten,"5' 7""",155 lbs.,"70.0""",Southpaw,33,19,5,
3625,Kengo,Ura,Uraken,"5' 9""",165 lbs.,--,,14,12,2,
3626,Logan,Urban,Hulk,"6' 0""",170 lbs.,"72.0""",Orthodox,5,1,0,
3627,Hector,Urbina,El Toro,"5' 11""",170 lbs.,"73.0""",Orthodox,17,10,1,
3628,Elias,Urbina,,"6' 3""",185 lbs.,"77.0""",Southpaw,3,1,0,
3629,Gilbert,Urbina,The RGV Bad Boy,"6' 3""",185 lbs.,"75.0""",Orthodox,6,3,0,
3630,Nick,Urso,,"5' 6""",125 lbs.,"66.0""",Southpaw,10,3,0,
3631,Yasuhiro,Urushitani,,"5' 5""",125 lbs.,--,Southpaw,21,8,6,
3632,Sho Patrick,Usami,Savage,"5' 9""",155 lbs.,"70.0""",Orthodox,4,1,0,
3633,Kamaru,Usman,The Nigerian Nightmare,"6' 0""",170 lbs.,"76.0""",Switch,20,2,0,
3634,Mohammed,Usman,The Motor,"6' 2""",239 lbs.,"79.0""",Orthodox,9,2,0,
3635,Darren,Uyenoyama,BC,"5' 6""",125 lbs.,"65.0""",Orthodox,10,6,0,
3636,,,,,,,,,,,
3637,Richie,Vaculik,Vas,"5' 6""",125 lbs.,"69.0""",Orthodox,10,4,0,
3638,Egidijus,Valavicius,,"6' 0""",200 lbs.,--,Orthodox,29,12,0,
3639,Genaro,Valdez,Rayadito,"5' 9""",155 lbs.,"72.0""",Orthodox,10,1,0,
3640,Charlie,Valencia,,"5' 3""",135 lbs.,"64.0""",Orthodox,12,7,0,
3641,Victor,Valenzuela,Joe Boxer,"5' 10""",155 lbs.,--,,13,6,2,
3642,Ivan,Valenzuela,Bam Bam,"6' 2""",185 lbs.,"77.0""",Orthodox,8,2,0,
3643,Timur,Valiev,Lucky,"5' 6""",135 lbs.,"67.0""",Orthodox,18,3,0,
3644,Victor,Valimaki,The Matrix,"6' 0""",205 lbs.,--,Orthodox,18,10,0,
3645,Andrew,Valladerez,,--,135 lbs.,--,,5,7,0,
3646,Isaac,Vallie-Flagg,,"5' 8""",155 lbs.,"70.0""",Orthodox,16,7,1,
3647,Mike,van Arsdale,,"6' 2""",205 lbs.,--,Switch,8,5,0,
3648,Matt,Van Buren,Gutter,"6' 5""",205 lbs.,--,,7,6,0,
3649,Ron,van Clief,The Black Dragon,"5' 10""",190 lbs.,--,Orthodox,0,1,0,
3650,Lloyd,Van Dams,,"6' 1""",240 lbs.,--,Southpaw,0,1,0,
3651,Cameron,VanCamp,Jumpman,"6' 2""",155 lbs.,"74.0""",Switch,15,7,1,
3652,Chad,Vance,,"6' 0""",185 lbs.,--,Orthodox,7,5,0,
3653,Jared,Vanderaa,,"6' 4""",265 lbs.,"80.0""",Orthodox,12,9,0,
3654,Austin,Vanderford,AK-47,"5' 11""",170 lbs.,--,Orthodox,4,0,0,
3655,Lando,Vannata,Groovy,"5' 9""",145 lbs.,"71.0""",Orthodox,12,6,2,
3656,Paige,VanZant,12 Gauge,"5' 4""",115 lbs.,"65.0""",Orthodox,8,5,0,
3657,Paul,Varelans,The Polar Bear,"6' 8""",300 lbs.,--,Orthodox,9,9,0,
3658,Kazula,Vargas,,"5' 8""",155 lbs.,"71.0""",Southpaw,12,5,0,
3659,Jamie,Varner,,"5' 8""",155 lbs.,"71.0""",Orthodox,21,11,1,
3660,Guilherme,Vasconcelos,Bomba,"6' 0""",185 lbs.,--,Orthodox,9,4,0,
3661,Linton,Vassell,The Swarm,"6' 4""",205 lbs.,--,,18,5,0,
3662,Billy,Vaughan,,"5' 6""",155 lbs.,--,,12,17,0,
3663,Yuri,Vaulin,,"6' 4""",197 lbs.,--,Southpaw,0,1,0,
3664,Javier,Vazquez,Showtime,"5' 7""",145 lbs.,"69.0""",Southpaw,16,5,0,
3665,Manny,Vazquez,,"5' 10""",125 lbs.,"72.0""",Orthodox,11,2,0,
3666,Matt,Veach,,"5' 11""",155 lbs.,--,Orthodox,17,5,0,
3667,Joe,Vedepo,The Doctor,"6' 0""",185 lbs.,--,Orthodox,18,9,0,
3668,Kelly,Velasco,Killer,"5' 9""",135 lbs.,--,Orthodox,2,1,0,
3669,Cain,Velasquez,,"6' 1""",240 lbs.,"77.0""",Orthodox,14,3,0,
3670,David,Velasquez,Little,"5' 5""",145 lbs.,--,Orthodox,10,10,0,
3671,Bojan,Velickovic,Serbian Steel,"6' 0""",170 lbs.,"76.0""",Southpaw,15,6,1,
3672,Karlos,Vemola,,"6' 0""",185 lbs.,"75.0""",Orthodox,17,5,0,
3673,Luigi,Vendramini,The Italian Stallion,"5' 8""",155 lbs.,"73.0""",Orthodox,9,3,0,
3674,Jerrel,Venetiaan,,"6' 1""",195 lbs.,--,Orthodox,4,3,0,
3675,Scott,Ventimiglia,Meant to Kill Ya,"5' 11""",185 lbs.,--,,14,6,1,
3676,Brandon,Vera,The Truth,"6' 3""",230 lbs.,"78.0""",Orthodox,15,7,0,
3677,Kerry,Vera,,"5' 7""",135 lbs.,--,Orthodox,2,0,0,
3678,Marlon,Vera,Chito,"5' 8""",135 lbs.,"70.0""",Switch,20,7,1,
3679,Ernie,Verdicia,,"5' 11""",199 lbs.,--,Orthodox,0,1,0,
3680,Joe,Veres,,"5' 7""",155 lbs.,--,Orthodox,4,3,0,
3681,Nikolay,Veretennikov,,"6' 1""",170 lbs.,"74.0""",Orthodox,9,4,0,
3682,CJ,Vergara,,"5' 6""",125 lbs.,"68.0""",Orthodox,10,4,1,
3683,Renato,Verissimo,Charuto,"6' 1""",170 lbs.,--,Orthodox,7,5,0,
3684,Bryan,Vetell,,"6' 3""",265 lbs.,--,Southpaw,4,3,0,
3685,Marvin,Vettori,The Italian Dream,"6' 0""",185 lbs.,"74.0""",Southpaw,18,6,1,
3686,Hugo,Viana,Wolverine,"5' 6""",135 lbs.,"67.0""",Orthodox,8,4,0,
3687,Guilherme,Viana,,"6' 4""",205 lbs.,--,,7,3,0,
3688,Polyana,Viana,Dama de Ferro,"5' 5""",115 lbs.,"67.0""",Orthodox,12,5,0,
3689,Vitor,Vianna,,--,205 lbs.,--,Orthodox,12,3,1,
3690,James,Vick,The Texecutioner,"6' 3""",155 lbs.,"76.0""",Orthodox,13,5,0,
3691,Tamires,Vidal,Tratora,"5' 5""",135 lbs.,--,,6,1,0,
3692,Milton,Vieira,Miltinho,"6' 0""",145 lbs.,--,Orthodox,13,8,2,
3693,Reginaldo,Vieira,,"5' 7""",135 lbs.,"65.0""",Orthodox,13,5,0,
3694,Ketlen,Vieira,Fenomeno,"5' 8""",135 lbs.,"68.0""",Orthodox,13,2,0,
3695,Rodolfo,Vieira,,"6' 0""",185 lbs.,"73.0""",Orthodox,8,2,0,
3696,Steve,Vigneault,Lionheart,"5' 10""",185 lbs.,--,Orthodox,12,6,0,
3697,Alejandro,Villalobos,,"5' 7""",145 lbs.,--,,17,5,0,
3698,DeMarco,Villalona,,"5' 9""",185 lbs.,--,,1,3,0,
3699,Gian,Villante,,"6' 3""",230 lbs.,"76.0""",Orthodox,17,14,0,
3700,Ike,Villanueva,Hurricane,"6' 1""",205 lbs.,"73.0""",Orthodox,18,14,0,
3701,Ruben,Villareal,Warpath,"6' 4""",265 lbs.,--,Orthodox,22,28,3,
3702,Armando,Villarreal,La Lumbre,"5' 7""",135 lbs.,"66.0""",Southpaw,5,2,0,
3703,Pablo,Villaseca,El Gallo,"5' 7""",155 lbs.,--,,12,3,0,
3704,Joey,Villasenor,Smokin' Joe,"6' 0""",185 lbs.,--,Orthodox,29,10,0,
3705,Danillo,Villefort,Indio,"6' 1""",185 lbs.,--,Orthodox,15,5,0,
3706,Yuri,Villefort,,"6' 0""",170 lbs.,"73.0""",Orthodox,10,5,0,
3707,Marcos,Vinicius,Vina,"5' 9""",125 lbs.,--,Orthodox,23,11,1,
3708,Brandon,Visher,The Viper,"5' 6""",135 lbs.,"68.0""",Orthodox,13,3,0,
3709,Falaniko,Vitale,Niko,"5' 10""",185 lbs.,--,Orthodox,30,11,0,
3710,Cheyanne,Vlismas,The Warrior Princess,"5' 3""",115 lbs.,"63.0""",Switch,7,2,0,
3711,Bobby,Voelker,Vicious,"6' 0""",170 lbs.,"74.0""",Orthodox,19,13,0,
3712,Alexander,Volkanovski,The Great,"5' 6""",145 lbs.,"71.0""",Orthodox,25,1,0,
3713,Jacob,Volkmann,Christmas,"5' 9""",155 lbs.,"71.0""",Southpaw,19,7,0,
3714,Alexander,Volkov,Drago,"6' 7""",250 lbs.,"80.0""",Orthodox,35,10,0,
3715,Jason,Von Flue,Live Wire,"6' 0""",170 lbs.,--,Orthodox,14,12,1,
3716,Milco,Voorn,,--,220 lbs.,--,Orthodox,20,11,1,
3717,Mark,Vorgeas,,"5' 10""",135 lbs.,--,,5,3,1,
3718,Igor,Vovchanchyn,Ice Cold,"5' 8""",205 lbs.,--,Orthodox,55,10,0,
3719,,,,,,,,,,,
3720,James,Wade,,"5' 10""",205 lbs.,--,,4,11,0,
3721,Chris,Wade,,"5' 10""",155 lbs.,"70.0""",Orthodox,12,3,0,
3722,Neil,Wain,Old School,"5' 10""",242 lbs.,--,Orthodox,13,4,0,
3723,TJ,Waldburger,,"5' 11""",170 lbs.,"75.0""",Orthodox,16,9,0,
3724,Chase,Waldon,,"6' 1""",185 lbs.,"75.0""",Orthodox,11,2,0,
3725,Andre,Walker,,"5' 11""",205 lbs.,--,Southpaw,1,5,0,
3726,Herschel,Walker,,"6' 1""",215 lbs.,--,Orthodox,2,0,0,
3727,Donny,Walker,Eagle Eye,"5' 9""",135 lbs.,--,,15,10,0,
3728,Johnny,Walker,,"6' 6""",205 lbs.,"82.0""",Orthodox,19,7,0,
3729,Brogan,Walker,The Bear,"5' 4""",125 lbs.,"67.0""",Switch,8,3,0,
3730,Ben,Wall,Manimal,"5' 10""",155 lbs.,--,Orthodox,8,7,1,
3731,Crafton,Wallace,Blaze,"6' 0""",185 lbs.,--,Orthodox,18,6,1,
3732,Rodney,Wallace,Shonuff the Master,"5' 9""",205 lbs.,"72.0""",Switch,26,15,1,
3733,Jeremy,Wallace,,"5' 9""",--,--,,4,6,0,
3734,Randall,Wallace,Braveheart,"5' 11""",185 lbs.,"73.0""",Orthodox,15,6,0,
3735,James,Wallace,Jesse,"5' 10""",155 lbs.,"69.0""",Orthodox,5,2,0,
3736,Jim,Wallhead,Judo,"5' 10""",170 lbs.,--,Orthodox,29,11,0,
3737,Cory,Walmsley,Hardcore,"6' 0""",205 lbs.,--,Orthodox,8,2,0,
3738,Richard,Walsh,Filthy Rich,"6' 0""",170 lbs.,"73.0""",Orthodox,9,5,0,
3739,Patrick,Walsh,The Beast of the East,"5' 11""",185 lbs.,--,,10,3,0,
3740,Erick,Wanderlei,,"6' 1""",205 lbs.,--,Orthodox,3,3,0,
3741,Dimitiri,Wanderley,,--,205 lbs.,--,Orthodox,5,2,0,
3742,Andy,Wang,,"5' 6""",155 lbs.,--,Orthodox,7,8,1,
3743,Sai,Wang,The Fire Kylin,"6' 0""",170 lbs.,--,Southpaw,20,6,1,
3744,Anying,Wang,,"6' 0""",170 lbs.,--,Orthodox,2,1,0,
